replicate	nipagin	time	OD	background	OD_corrected
f	0.0002	11	0.906	0.092604167	0.813395833
f	0.00002	11	0.923	0.092604167	0.830395833
f	0.000002	11	0.95	0.092604167	0.857395833
g	0.2	11	0.09	0.092604167	-0.002604167
g	0.02	11	0.772	0.092604167	0.679395833
g	0.002	11	0.927	0.092604167	0.834395833
g	0.0002	11	0.931	0.092604167	0.838395833
g	0.00002	11	0.9	0.092604167	0.807395833
g	0.000002	11	0.918	0.092604167	0.825395833
h	0.2	11	0.09	0.092604167	-0.002604167
h	0.02	11	0.846	0.092604167	0.753395833
h	0.002	11	0.998	0.092604167	0.905395833
h	0.0002	11	1.002	0.092604167	0.909395833
h	0.00002	11	0.973	0.092604167	0.880395833
h	0.000002	11	1.026	0.092604167	0.933395833
a	0.2	12	0.093	0.092604167	0.000395833
a	0.02	12	0.781	0.092604167	0.688395833
a	0.002	12	1.006	0.092604167	0.913395833
a	0.0002	12	1.015	0.092604167	0.922395833
a	0.00002	12	0.999	0.092604167	0.906395833
a	0.000002	12	1.113	0.092604167	1.020395833
b	0.2	12	0.093	0.092604167	0.000395833
b	0.02	12	0.759	0.092604167	0.666395833
b	0.002	12	0.962	0.092604167	0.869395833
b	0.0002	12	0.981	0.092604167	0.888395833
b	0.00002	12	0.962	0.092604167	0.869395833
b	0.000002	12	1.056	0.092604167	0.963395833
c	0.2	12	0.092	0.092604167	-0.000604167
c	0.02	12	0.729	0.092604167	0.636395833
c	0.002	12	0.953	0.092604167	0.860395833
c	0.0002	12	0.899	0.092604167	0.806395833
c	0.00002	12	0.893	0.092604167	0.800395833
c	0.000002	12	0.967	0.092604167	0.874395833
d	0.2	12	0.089	0.092604167	-0.003604167
d	0.02	12	0.815	0.092604167	0.722395833
d	0.002	12	0.955	0.092604167	0.862395833
d	0.0002	12	0.944	0.092604167	0.851395833
d	0.00002	12	0.961	0.092604167	0.868395833
d	0.000002	12	0.971	0.092604167	0.878395833
e	0.2	12	0.1	0.092604167	0.007395833
e	0.02	12	0.824	0.092604167	0.731395833
e	0.002	12	0.959	0.092604167	0.866395833
e	0.0002	12	0.957	0.092604167	0.864395833
e	0.00002	12	0.947	0.092604167	0.854395833
e	0.000002	12	0.969	0.092604167	0.876395833
f	0.2	12	0.097	0.092604167	0.004395833
f	0.02	12	0.888	0.092604167	0.795395833
f	0.002	12	0.991	0.092604167	0.898395833
f	0.0002	12	0.961	0.092604167	0.868395833
f	0.00002	12	0.978	0.092604167	0.885395833
f	0.000002	12	1.019	0.092604167	0.926395833
g	0.2	12	0.09	0.092604167	-0.002604167
g	0.02	12	0.862	0.092604167	0.769395833
g	0.002	12	1.004	0.092604167	0.911395833
g	0.0002	12	0.994	0.092604167	0.901395833
g	0.00002	12	0.969	0.092604167	0.876395833
g	0.000002	12	1.007	0.092604167	0.914395833
h	0.2	12	0.09	0.092604167	-0.002604167
h	0.02	12	0.939	0.092604167	0.846395833
h	0.002	12	1.049	0.092604167	0.956395833
h	0.0002	12	1.045	0.092604167	0.952395833
h	0.00002	12	1.022	0.092604167	0.929395833
h	0.000002	12	1.078	0.092604167	0.985395833
a	0.2	13	0.093	0.092604167	0.000395833
a	0.02	13	0.842	0.092604167	0.749395833
a	0.002	13	1.074	0.092604167	0.981395833
a	0.0002	13	1.066	0.092604167	0.973395833
a	0.00002	13	1.045	0.092604167	0.952395833
a	0.000002	13	1.163	0.092604167	1.070395833
b	0.2	13	0.093	0.092604167	0.000395833
b	0.02	13	0.847	0.092604167	0.754395833
b	0.002	13	1.011	0.092604167	0.918395833
b	0.0002	13	1.024	0.092604167	0.931395833
b	0.00002	13	1.008	0.092604167	0.915395833
b	0.000002	13	1.092	0.092604167	0.999395833
c	0.2	13	0.091	0.092604167	-0.001604167
c	0.02	13	0.804	0.092604167	0.711395833
c	0.002	13	0.996	0.092604167	0.903395833
c	0.0002	13	0.949	0.092604167	0.856395833
c	0.00002	13	0.943	0.092604167	0.850395833
c	0.000002	13	1.015	0.092604167	0.922395833
d	0.2	13	0.09	0.092604167	-0.002604167
d	0.02	13	0.9	0.092604167	0.807395833
d	0.002	13	1.002	0.092604167	0.909395833
d	0.0002	13	0.994	0.092604167	0.901395833
d	0.00002	13	1.005	0.092604167	0.912395833
d	0.000002	13	1.02	0.092604167	0.927395833
e	0.2	13	0.1	0.092604167	0.007395833
e	0.02	13	0.904	0.092604167	0.811395833
e	0.002	13	1.009	0.092604167	0.916395833
e	0.0002	13	1	0.092604167	0.907395833
e	0.00002	13	0.992	0.092604167	0.899395833
e	0.000002	13	1.017	0.092604167	0.924395833
f	0.2	13	0.097	0.092604167	0.004395833
f	0.02	13	0.948	0.092604167	0.855395833
f	0.002	13	1.029	0.092604167	0.936395833
f	0.0002	13	0.999	0.092604167	0.906395833
f	0.00002	13	1.015	0.092604167	0.922395833
f	0.000002	13	1.051	0.092604167	0.958395833
g	0.2	13	0.091	0.092604167	-0.001604167
g	0.02	13	0.943	0.092604167	0.850395833
g	0.002	13	1.045	0.092604167	0.952395833
g	0.0002	13	1.031	0.092604167	0.938395833
g	0.00002	13	1.012	0.092604167	0.919395833
g	0.000002	13	1.042	0.092604167	0.949395833
h	0.2	13	0.092	0.092604167	-0.000604167
h	0.02	13	0.988	0.092604167	0.895395833
h	0.002	13	1.077	0.092604167	0.984395833
h	0.0002	13	1.075	0.092604167	0.982395833
h	0.00002	13	1.054	0.092604167	0.961395833
h	0.000002	13	1.114	0.092604167	1.021395833
a	0.2	14	0.093	0.092604167	0.000395833
a	0.02	14	0.958	0.092604167	0.865395833
a	0.002	14	1.119	0.092604167	1.026395833
a	0.0002	14	1.103	0.092604167	1.010395833
a	0.00002	14	1.08	0.092604167	0.987395833
a	0.000002	14	1.203	0.092604167	1.110395833
b	0.2	14	0.093	0.092604167	0.000395833
b	0.02	14	0.914	0.092604167	0.821395833
b	0.002	14	1.045	0.092604167	0.952395833
b	0.0002	14	1.058	0.092604167	0.965395833
b	0.00002	14	1.042	0.092604167	0.949395833
b	0.000002	14	1.119	0.092604167	1.026395833
c	0.2	14	0.092	0.092604167	-0.000604167
c	0.02	14	0.875	0.092604167	0.782395833
c	0.002	14	1.029	0.092604167	0.936395833
c	0.0002	14	0.988	0.092604167	0.895395833
c	0.00002	14	0.977	0.092604167	0.884395833
c	0.000002	14	1.041	0.092604167	0.948395833
d	0.2	14	0.09	0.092604167	-0.002604167
d	0.02	14	0.949	0.092604167	0.856395833
d	0.002	14	1.04	0.092604167	0.947395833
d	0.0002	14	1.03	0.092604167	0.937395833
d	0.00002	14	1.039	0.092604167	0.946395833
d	0.000002	14	1.046	0.092604167	0.953395833
e	0.2	14	0.102	0.092604167	0.009395833
e	0.02	14	0.955	0.092604167	0.862395833
e	0.002	14	1.042	0.092604167	0.949395833
e	0.0002	14	1.034	0.092604167	0.941395833
e	0.00002	14	1.027	0.092604167	0.934395833
e	0.000002	14	1.046	0.092604167	0.953395833
f	0.2	14	0.097	0.092604167	0.004395833
f	0.02	14	0.98	0.092604167	0.887395833
f	0.002	14	1.061	0.092604167	0.968395833
f	0.0002	14	1.032	0.092604167	0.939395833
f	0.00002	14	1.045	0.092604167	0.952395833
f	0.000002	14	1.08	0.092604167	0.987395833
g	0.2	14	0.091	0.092604167	-0.001604167
g	0.02	14	0.978	0.092604167	0.885395833
g	0.002	14	1.073	0.092604167	0.980395833
g	0.0002	14	1.063	0.092604167	0.970395833
g	0.00002	14	1.043	0.092604167	0.950395833
g	0.000002	14	1.068	0.092604167	0.975395833
h	0.2	14	0.091	0.092604167	-0.001604167
h	0.02	14	1.025	0.092604167	0.932395833
h	0.002	14	1.102	0.092604167	1.009395833
h	0.0002	14	1.098	0.092604167	1.005395833
h	0.00002	14	1.078	0.092604167	0.985395833
h	0.000002	14	1.139	0.092604167	1.046395833
a	0.2	15	0.093	0.092604167	0.000395833
a	0.02	15	1.054	0.092604167	0.961395833
a	0.002	15	1.16	0.092604167	1.067395833
a	0.0002	15	1.14	0.092604167	1.047395833
a	0.00002	15	1.118	0.092604167	1.025395833
a	0.000002	15	1.235	0.092604167	1.142395833
b	0.2	15	0.093	0.092604167	0.000395833
b	0.02	15	0.959	0.092604167	0.866395833
b	0.002	15	1.081	0.092604167	0.988395833
b	0.0002	15	1.092	0.092604167	0.999395833
b	0.00002	15	1.076	0.092604167	0.983395833
b	0.000002	15	1.147	0.092604167	1.054395833
c	0.2	15	0.092	0.092604167	-0.000604167
c	0.02	15	0.914	0.092604167	0.821395833
c	0.002	15	1.062	0.092604167	0.969395833
c	0.0002	15	1.022	0.092604167	0.929395833
c	0.00002	15	1.011	0.092604167	0.918395833
c	0.000002	15	1.071	0.092604167	0.978395833
d	0.2	15	0.091	0.092604167	-0.001604167
d	0.02	15	0.985	0.092604167	0.892395833
d	0.002	15	1.076	0.092604167	0.983395833
d	0.0002	15	1.064	0.092604167	0.971395833
d	0.00002	15	1.073	0.092604167	0.980395833
d	0.000002	15	1.076	0.092604167	0.983395833
e	0.2	15	0.1	0.092604167	0.007395833
e	0.02	15	0.985	0.092604167	0.892395833
e	0.002	15	1.077	0.092604167	0.984395833
e	0.0002	15	1.068	0.092604167	0.975395833
e	0.00002	15	1.062	0.092604167	0.969395833
e	0.000002	15	1.074	0.092604167	0.981395833
f	0.2	15	0.096	0.092604167	0.003395833
f	0.02	15	1.017	0.092604167	0.924395833
f	0.002	15	1.093	0.092604167	1.000395833
f	0.0002	15	1.064	0.092604167	0.971395833
f	0.00002	15	1.078	0.092604167	0.985395833
f	0.000002	15	1.103	0.092604167	1.010395833
g	0.2	15	0.091	0.092604167	-0.001604167
g	0.02	15	1.009	0.092604167	0.916395833
g	0.002	15	1.104	0.092604167	1.011395833
g	0.0002	15	1.096	0.092604167	1.003395833
g	0.00002	15	1.076	0.092604167	0.983395833
g	0.000002	15	1.094	0.092604167	1.001395833
h	0.2	15	0.092	0.092604167	-0.000604167
h	0.02	15	1.061	0.092604167	0.968395833
h	0.002	15	1.129	0.092604167	1.036395833
h	0.0002	15	1.13	0.092604167	1.037395833
h	0.00002	15	1.109	0.092604167	1.016395833
h	0.000002	15	1.161	0.092604167	1.068395833
a	0.2	16	0.093	0.092604167	0.000395833
a	0.02	16	1.107	0.092604167	1.014395833
a	0.002	16	1.182	0.092604167	1.089395833
a	0.0002	16	1.165	0.092604167	1.072395833
a	0.00002	16	1.143	0.092604167	1.050395833
a	0.000002	16	1.26	0.092604167	1.167395833
b	0.2	16	0.093	0.092604167	0.000395833
b	0.02	16	0.993	0.092604167	0.900395833
b	0.002	16	1.104	0.092604167	1.011395833
b	0.0002	16	1.116	0.092604167	1.023395833
b	0.00002	16	1.1	0.092604167	1.007395833
b	0.000002	16	1.167	0.092604167	1.074395833
c	0.2	16	0.092	0.092604167	-0.000604167
c	0.02	16	0.949	0.092604167	0.856395833
c	0.002	16	1.087	0.092604167	0.994395833
c	0.0002	16	1.047	0.092604167	0.954395833
c	0.00002	16	1.042	0.092604167	0.949395833
c	0.000002	16	1.096	0.092604167	1.003395833
d	0.2	16	0.09	0.092604167	-0.002604167
d	0.02	16	1.018	0.092604167	0.925395833
d	0.002	16	1.1	0.092604167	1.007395833
d	0.0002	16	1.091	0.092604167	0.998395833
d	0.00002	16	1.1	0.092604167	1.007395833
d	0.000002	16	1.098	0.092604167	1.005395833
e	0.2	16	0.101	0.092604167	0.008395833
e	0.02	16	1.016	0.092604167	0.923395833
e	0.002	16	1.104	0.092604167	1.011395833
e	0.0002	16	1.095	0.092604167	1.002395833
e	0.00002	16	1.087	0.092604167	0.994395833
e	0.000002	16	1.097	0.092604167	1.004395833
f	0.2	16	0.097	0.092604167	0.004395833
f	0.02	16	1.048	0.092604167	0.955395833
f	0.002	16	1.117	0.092604167	1.024395833
f	0.0002	16	1.092	0.092604167	0.999395833
f	0.00002	16	1.104	0.092604167	1.011395833
f	0.000002	16	1.122	0.092604167	1.029395833
g	0.2	16	0.092	0.092604167	-0.000604167
g	0.02	16	1.044	0.092604167	0.951395833
g	0.002	16	1.13	0.092604167	1.037395833
g	0.0002	16	1.121	0.092604167	1.028395833
g	0.00002	16	1.105	0.092604167	1.012395833
g	0.000002	16	1.115	0.092604167	1.022395833
h	0.2	16	0.092	0.092604167	-0.000604167
h	0.02	16	1.09	0.092604167	0.997395833
h	0.002	16	1.153	0.092604167	1.060395833
h	0.0002	16	1.156	0.092604167	1.063395833
h	0.00002	16	1.139	0.092604167	1.046395833
h	0.000002	16	1.179	0.092604167	1.086395833
a	0.2	17	0.092	0.092604167	-0.000604167
a	0.02	17	1.148	0.092604167	1.055395833
a	0.002	17	1.202	0.092604167	1.109395833
a	0.0002	17	1.187	0.092604167	1.094395833
a	0.00002	17	1.166	0.092604167	1.073395833
a	0.000002	17	1.285	0.092604167	1.192395833
b	0.2	17	0.093	0.092604167	0.000395833
b	0.02	17	1.027	0.092604167	0.934395833
b	0.002	17	1.122	0.092604167	1.029395833
b	0.0002	17	1.139	0.092604167	1.046395833
b	0.00002	17	1.122	0.092604167	1.029395833
b	0.000002	17	1.189	0.092604167	1.096395833
c	0.2	17	0.093	0.092604167	0.000395833
c	0.02	17	0.983	0.092604167	0.890395833
c	0.002	17	1.109	0.092604167	1.016395833
c	0.0002	17	1.067	0.092604167	0.974395833
c	0.00002	17	1.063	0.092604167	0.970395833
c	0.000002	17	1.114	0.092604167	1.021395833
d	0.2	17	0.09	0.092604167	-0.002604167
d	0.02	17	1.044	0.092604167	0.951395833
d	0.002	17	1.124	0.092604167	1.031395833
d	0.0002	17	1.114	0.092604167	1.021395833
d	0.00002	17	1.121	0.092604167	1.028395833
d	0.000002	17	1.116	0.092604167	1.023395833
e	0.2	17	0.099	0.092604167	0.006395833
e	0.02	17	1.046	0.092604167	0.953395833
e	0.002	17	1.126	0.092604167	1.033395833
e	0.0002	17	1.119	0.092604167	1.026395833
e	0.00002	17	1.109	0.092604167	1.016395833
e	0.000002	17	1.115	0.092604167	1.022395833
f	0.2	17	0.096	0.092604167	0.003395833
f	0.02	17	1.073	0.092604167	0.980395833
f	0.002	17	1.142	0.092604167	1.049395833
f	0.0002	17	1.116	0.092604167	1.023395833
f	0.00002	17	1.127	0.092604167	1.034395833
f	0.000002	17	1.14	0.092604167	1.047395833
g	0.2	17	0.091	0.092604167	-0.001604167
g	0.02	17	1.07	0.092604167	0.977395833
g	0.002	17	1.152	0.092604167	1.059395833
g	0.0002	17	1.144	0.092604167	1.051395833
g	0.00002	17	1.129	0.092604167	1.036395833
g	0.000002	17	1.131	0.092604167	1.038395833
h	0.2	17	0.09	0.092604167	-0.002604167
h	0.02	17	1.116	0.092604167	1.023395833
h	0.002	17	1.175	0.092604167	1.082395833
h	0.0002	17	1.178	0.092604167	1.085395833
h	0.00002	17	1.161	0.092604167	1.068395833
h	0.000002	17	1.193	0.092604167	1.100395833
a	0.2	18	0.093	0.092604167	0.000395833
a	0.02	18	1.191	0.092604167	1.098395833
a	0.002	18	1.23	0.092604167	1.137395833
a	0.0002	18	1.217	0.092604167	1.124395833
a	0.00002	18	1.194	0.092604167	1.101395833
a	0.000002	18	1.315	0.092604167	1.222395833
b	0.2	18	0.092	0.092604167	-0.000604167
b	0.02	18	1.062	0.092604167	0.969395833
b	0.002	18	1.151	0.092604167	1.058395833
b	0.0002	18	1.161	0.092604167	1.068395833
b	0.00002	18	1.147	0.092604167	1.054395833
b	0.000002	18	1.211	0.092604167	1.118395833
c	0.2	18	0.093	0.092604167	0.000395833
c	0.02	18	1.018	0.092604167	0.925395833
c	0.002	18	1.137	0.092604167	1.044395833
c	0.0002	18	1.092	0.092604167	0.999395833
c	0.00002	18	1.089	0.092604167	0.996395833
c	0.000002	18	1.136	0.092604167	1.043395833
d	0.2	18	0.09	0.092604167	-0.002604167
d	0.02	18	1.074	0.092604167	0.981395833
d	0.002	18	1.15	0.092604167	1.057395833
d	0.0002	18	1.14	0.092604167	1.047395833
d	0.00002	18	1.152	0.092604167	1.059395833
d	0.000002	18	1.138	0.092604167	1.045395833
e	0.2	18	0.101	0.092604167	0.008395833
e	0.02	18	1.072	0.092604167	0.979395833
e	0.002	18	1.154	0.092604167	1.061395833
e	0.0002	18	1.144	0.092604167	1.051395833
e	0.00002	18	1.134	0.092604167	1.041395833
e	0.000002	18	1.134	0.092604167	1.041395833
f	0.2	18	0.097	0.092604167	0.004395833
f	0.02	18	1.101	0.092604167	1.008395833
f	0.002	18	1.165	0.092604167	1.072395833
f	0.0002	18	1.138	0.092604167	1.045395833
f	0.00002	18	1.151	0.092604167	1.058395833
f	0.000002	18	1.157	0.092604167	1.064395833
g	0.2	18	0.091	0.092604167	-0.001604167
g	0.02	18	1.1	0.092604167	1.007395833
g	0.002	18	1.176	0.092604167	1.083395833
g	0.0002	18	1.169	0.092604167	1.076395833
g	0.00002	18	1.154	0.092604167	1.061395833
g	0.000002	18	1.148	0.092604167	1.055395833
h	0.2	18	0.092	0.092604167	-0.000604167
h	0.02	18	1.146	0.092604167	1.053395833
h	0.002	18	1.205	0.092604167	1.112395833
h	0.0002	18	1.204	0.092604167	1.111395833
h	0.00002	18	1.19	0.092604167	1.097395833
h	0.000002	18	1.21	0.092604167	1.117395833
a	0.2	19	0.093	0.092604167	0.000395833
a	0.02	19	1.219	0.092604167	1.126395833
a	0.002	19	1.253	0.092604167	1.160395833
a	0.0002	19	1.237	0.092604167	1.144395833
a	0.00002	19	1.213	0.092604167	1.120395833
a	0.000002	19	1.333	0.092604167	1.240395833
b	0.2	19	0.093	0.092604167	0.000395833
b	0.02	19	1.088	0.092604167	0.995395833
b	0.002	19	1.171	0.092604167	1.078395833
b	0.0002	19	1.179	0.092604167	1.086395833
b	0.00002	19	1.167	0.092604167	1.074395833
b	0.000002	19	1.227	0.092604167	1.134395833
c	0.2	19	0.092	0.092604167	-0.000604167
c	0.02	19	1.044	0.092604167	0.951395833
c	0.002	19	1.158	0.092604167	1.065395833
c	0.0002	19	1.111	0.092604167	1.018395833
c	0.00002	19	1.11	0.092604167	1.017395833
c	0.000002	19	1.154	0.092604167	1.061395833
d	0.2	19	0.091	0.092604167	-0.001604167
d	0.02	19	1.098	0.092604167	1.005395833
d	0.002	19	1.172	0.092604167	1.079395833
d	0.0002	19	1.16	0.092604167	1.067395833
d	0.00002	19	1.17	0.092604167	1.077395833
d	0.000002	19	1.156	0.092604167	1.063395833
e	0.2	19	0.1	0.092604167	0.007395833
e	0.02	19	1.094	0.092604167	1.001395833
e	0.002	19	1.174	0.092604167	1.081395833
e	0.0002	19	1.163	0.092604167	1.070395833
e	0.00002	19	1.152	0.092604167	1.059395833
e	0.000002	19	1.15	0.092604167	1.057395833
f	0.2	19	0.097	0.092604167	0.004395833
f	0.02	19	1.121	0.092604167	1.028395833
f	0.002	19	1.187	0.092604167	1.094395833
f	0.0002	19	1.157	0.092604167	1.064395833
f	0.00002	19	1.173	0.092604167	1.080395833
f	0.000002	19	1.17	0.092604167	1.077395833
g	0.2	19	0.092	0.092604167	-0.000604167
g	0.02	19	1.125	0.092604167	1.032395833
g	0.002	19	1.199	0.092604167	1.106395833
g	0.0002	19	1.19	0.092604167	1.097395833
g	0.00002	19	1.174	0.092604167	1.081395833
g	0.000002	19	1.162	0.092604167	1.069395833
h	0.2	19	0.091	0.092604167	-0.001604167
h	0.02	19	1.167	0.092604167	1.074395833
h	0.002	19	1.227	0.092604167	1.134395833
h	0.0002	19	1.224	0.092604167	1.131395833
h	0.00002	19	1.21	0.092604167	1.117395833
h	0.000002	19	1.224	0.092604167	1.131395833
a	0.2	20	0.093	0.092604167	0.000395833
a	0.02	20	1.24	0.092604167	1.147395833
a	0.002	20	1.271	0.092604167	1.178395833
a	0.0002	20	1.253	0.092604167	1.160395833
a	0.00002	20	1.229	0.092604167	1.136395833
a	0.000002	20	1.348	0.092604167	1.255395833
b	0.2	20	0.094	0.092604167	0.001395833
b	0.02	20	1.11	0.092604167	1.017395833
b	0.002	20	1.192	0.092604167	1.099395833
b	0.0002	20	1.198	0.092604167	1.105395833
b	0.00002	20	1.184	0.092604167	1.091395833
b	0.000002	20	1.239	0.092604167	1.146395833
c	0.2	20	0.093	0.092604167	0.000395833
c	0.02	20	1.063	0.092604167	0.970395833
c	0.002	20	1.178	0.092604167	1.085395833
c	0.0002	20	1.133	0.092604167	1.040395833
c	0.00002	20	1.134	0.092604167	1.041395833
c	0.000002	20	1.168	0.092604167	1.075395833
d	0.2	20	0.091	0.092604167	-0.001604167
d	0.02	20	1.116	0.092604167	1.023395833
d	0.002	20	1.192	0.092604167	1.099395833
d	0.0002	20	1.177	0.092604167	1.084395833
d	0.00002	20	1.188	0.092604167	1.095395833
d	0.000002	20	1.167	0.092604167	1.074395833
e	0.2	20	0.101	0.092604167	0.008395833
e	0.02	20	1.112	0.092604167	1.019395833
e	0.002	20	1.191	0.092604167	1.098395833
e	0.0002	20	1.181	0.092604167	1.088395833
e	0.00002	20	1.172	0.092604167	1.079395833
e	0.000002	20	1.163	0.092604167	1.070395833
f	0.2	20	0.097	0.092604167	0.004395833
f	0.02	20	1.139	0.092604167	1.046395833
f	0.002	20	1.205	0.092604167	1.112395833
f	0.0002	20	1.174	0.092604167	1.081395833
f	0.00002	20	1.189	0.092604167	1.096395833
f	0.000002	20	1.182	0.092604167	1.089395833
g	0.2	20	0.093	0.092604167	0.000395833
g	0.02	20	1.145	0.092604167	1.052395833
g	0.002	20	1.219	0.092604167	1.126395833
g	0.0002	20	1.208	0.092604167	1.115395833
g	0.00002	20	1.196	0.092604167	1.103395833
g	0.000002	20	1.178	0.092604167	1.085395833
h	0.2	20	0.091	0.092604167	-0.001604167
h	0.02	20	1.188	0.092604167	1.095395833
h	0.002	20	1.248	0.092604167	1.155395833
h	0.0002	20	1.244	0.092604167	1.151395833
h	0.00002	20	1.225	0.092604167	1.132395833
h	0.000002	20	1.237	0.092604167	1.144395833
a	0.2	21	0.092	0.092604167	-0.000604167
a	0.02	21	1.267	0.092604167	1.174395833
a	0.002	21	1.295	0.092604167	1.202395833
a	0.0002	21	1.28	0.092604167	1.187395833
a	0.00002	21	1.255	0.092604167	1.162395833
a	0.000002	21	1.369	0.092604167	1.276395833
b	0.2	21	0.094	0.092604167	0.001395833
b	0.02	21	1.136	0.092604167	1.043395833
b	0.002	21	1.217	0.092604167	1.124395833
b	0.0002	21	1.221	0.092604167	1.128395833
b	0.00002	21	1.208	0.092604167	1.115395833
b	0.000002	21	1.256	0.092604167	1.163395833
c	0.2	21	0.094	0.092604167	0.001395833
c	0.02	21	1.092	0.092604167	0.999395833
c	0.002	21	1.204	0.092604167	1.111395833
c	0.0002	21	1.16	0.092604167	1.067395833
c	0.00002	21	1.161	0.092604167	1.068395833
c	0.000002	21	1.189	0.092604167	1.096395833
d	0.2	21	0.091	0.092604167	-0.001604167
d	0.02	21	1.14	0.092604167	1.047395833
d	0.002	21	1.218	0.092604167	1.125395833
d	0.0002	21	1.205	0.092604167	1.112395833
d	0.00002	21	1.215	0.092604167	1.122395833
d	0.000002	21	1.187	0.092604167	1.094395833
e	0.2	21	0.101	0.092604167	0.008395833
e	0.02	21	1.137	0.092604167	1.044395833
e	0.002	21	1.218	0.092604167	1.125395833
e	0.0002	21	1.207	0.092604167	1.114395833
e	0.00002	21	1.196	0.092604167	1.103395833
e	0.000002	21	1.184	0.092604167	1.091395833
f	0.2	21	0.096	0.092604167	0.003395833
f	0.02	21	1.164	0.092604167	1.071395833
f	0.002	21	1.227	0.092604167	1.134395833
f	0.0002	21	1.199	0.092604167	1.106395833
f	0.00002	21	1.212	0.092604167	1.119395833
f	0.000002	21	1.201	0.092604167	1.108395833
g	0.2	21	0.092	0.092604167	-0.000604167
g	0.02	21	1.17	0.092604167	1.077395833
g	0.002	21	1.245	0.092604167	1.152395833
g	0.0002	21	1.232	0.092604167	1.139395833
g	0.00002	21	1.218	0.092604167	1.125395833
g	0.000002	21	1.199	0.092604167	1.106395833
h	0.2	21	0.09	0.092604167	-0.002604167
h	0.02	21	1.213	0.092604167	1.120395833
h	0.002	21	1.274	0.092604167	1.181395833
h	0.0002	21	1.27	0.092604167	1.177395833
h	0.00002	21	1.254	0.092604167	1.161395833
h	0.000002	21	1.256	0.092604167	1.163395833
